;FIN_FINANCIALCONTRACTID;FIN_SOURCESYSTEM;SEQUENCENUMBER3;BUSINESSPARTNERID2;ISMAINCARD2;CARDSTATUS2;APPLICATIONDATE2;APPROVALDATE2;ISSUEDATE2;DEBITCARDAGREEMENT_1;BUSINESSPARTNER_1
781;100000615;CARDSYSTEM;1;5615;1;active;25.09.2012;25.09.2012;02.10.2012;100000615;5615
782;100000389;CARDSYSTEM;1;5389;1;active;23.03.2012;23.03.2012;29.03.2012;100000389;5389
783;100001222;CARDSYSTEM;1;6222;1;active;23.08.2014;23.08.2014;28.08.2014;100001222;6222
784;100000937;CARDSYSTEM;1;5937;1;active;11.02.2017;11.02.2017;20.02.2017;100000937;5937
785;100000616;CARDSYSTEM;1;5616;1;active;23.04.2017;23.04.2017;30.04.2017;100000616;5616
786;100000390;CARDSYSTEM;1;5390;1;active;18.01.2013;18.01.2013;24.01.2013;100000390;5390
787;100000938;CARDSYSTEM;1;5938;1;active;22.10.2013;22.10.2013;31.10.2013;100000938;5938
788;100001223;CARDSYSTEM;1;6223;1;active;16.07.2015;16.07.2015;24.07.2015;100001223;6223
789;100000617;CARDSYSTEM;1;5617;1;active;19.02.2016;19.02.2016;27.02.2016;100000617;5617
790;100000391;CARDSYSTEM;1;5391;1;active;16.08.2012;16.08.2012;21.08.2012;100000391;5391
791;100000939;CARDSYSTEM;1;5939;1;active;22.08.2015;22.08.2015;28.08.2015;100000939;5939
792;100000618;CARDSYSTEM;1;5618;1;active;30.05.2014;30.05.2014;07.06.2014;100000618;5618
793;100000392;CARDSYSTEM;1;5392;1;active;22.01.2013;22.01.2013;28.01.2013;100000392;5392
794;100001224;CARDSYSTEM;1;6224;1;active;20.02.2012;20.02.2012;26.02.2012;100001224;6224
795;100000940;CARDSYSTEM;1;5940;1;active;02.03.2016;02.03.2016;11.03.2016;100000940;5940
796;100000619;CARDSYSTEM;1;5619;1;active;15.05.2014;15.05.2014;21.05.2014;100000619;5619
797;100000393;CARDSYSTEM;1;5393;1;active;22.10.2015;22.10.2015;28.10.2015;100000393;5393
798;100001225;CARDSYSTEM;1;6225;1;active;04.06.2014;04.06.2014;11.06.2014;100001225;6225
799;100000941;CARDSYSTEM;1;5941;1;active;04.03.2014;04.03.2014;10.03.2014;100000941;5941
800;100000394;CARDSYSTEM;1;5394;1;active;24.02.2015;24.02.2015;02.03.2015;100000394;5394
801;100000620;CARDSYSTEM;1;5620;1;active;10.03.2012;10.03.2012;18.03.2012;100000620;5620
802;100000942;CARDSYSTEM;1;5942;1;active;09.06.2016;09.06.2016;16.06.2016;100000942;5942
803;100001226;CARDSYSTEM;1;6226;1;active;04.09.2014;04.09.2014;11.09.2014;100001226;6226
804;100000621;CARDSYSTEM;1;5621;1;active;02.04.2013;02.04.2013;08.04.2013;100000621;5621
805;100000395;CARDSYSTEM;1;5395;1;active;25.02.2015;25.02.2015;05.03.2015;100000395;5395
806;100000943;CARDSYSTEM;1;5943;1;active;17.12.2016;17.12.2016;23.12.2016;100000943;5943
807;100000622;CARDSYSTEM;1;5622;1;active;07.03.2017;07.03.2017;14.03.2017;100000622;5622
808;100000396;CARDSYSTEM;1;5396;1;active;14.03.2015;14.03.2015;21.03.2015;100000396;5396
809;100001227;CARDSYSTEM;1;6227;1;active;30.01.2015;30.01.2015;06.02.2015;100001227;6227
810;100000944;CARDSYSTEM;1;5944;1;active;23.07.2015;23.07.2015;31.07.2015;100000944;5944
811;100000623;CARDSYSTEM;1;5623;1;active;07.05.2015;07.05.2015;12.05.2015;100000623;5623
812;100000397;CARDSYSTEM;1;5397;1;active;13.09.2016;13.09.2016;20.09.2016;100000397;5397
813;100000945;CARDSYSTEM;1;5945;1;active;13.12.2013;13.12.2013;20.12.2013;100000945;5945
814;100000624;CARDSYSTEM;1;5624;1;active;21.10.2013;21.10.2013;30.10.2013;100000624;5624
815;100001228;CARDSYSTEM;1;6228;1;active;16.09.2016;16.09.2016;23.09.2016;100001228;6228
816;100000398;CARDSYSTEM;1;5398;1;active;12.09.2012;12.09.2012;19.09.2012;100000398;5398
817;100000946;CARDSYSTEM;1;5946;1;active;16.12.2016;16.12.2016;24.12.2016;100000946;5946
818;100000625;CARDSYSTEM;1;5625;1;active;14.10.2012;14.10.2012;21.10.2012;100000625;5625
819;100000399;CARDSYSTEM;1;5399;1;active;01.12.2013;01.12.2013;09.12.2013;100000399;5399
820;100001229;CARDSYSTEM;1;6229;1;active;16.04.2016;16.04.2016;22.04.2016;100001229;6229
821;100000947;CARDSYSTEM;1;5947;1;active;03.07.2013;03.07.2013;11.07.2013;100000947;5947
822;100000626;CARDSYSTEM;1;5626;1;active;16.08.2012;16.08.2012;22.08.2012;100000626;5626
823;100000400;CARDSYSTEM;1;5400;1;active;24.05.2017;24.05.2017;30.05.2017;100000400;5400
824;100001230;CARDSYSTEM;1;6230;1;active;30.11.2013;30.11.2013;05.12.2013;100001230;6230
825;100000948;CARDSYSTEM;1;5948;1;active;17.03.2012;17.03.2012;24.03.2012;100000948;5948
826;100000627;CARDSYSTEM;1;5627;1;active;03.02.2016;03.02.2016;11.02.2016;100000627;5627
827;100000401;CARDSYSTEM;1;5401;1;active;31.01.2015;31.01.2015;06.02.2015;100000401;5401
828;100001231;CARDSYSTEM;1;6231;1;active;24.03.2014;24.03.2014;02.04.2014;100001231;6231
829;100000949;CARDSYSTEM;1;5949;1;active;24.12.2016;24.12.2016;31.12.2016;100000949;5949
830;100000628;CARDSYSTEM;1;5628;1;active;22.02.2014;22.02.2014;27.02.2014;100000628;5628
831;100000402;CARDSYSTEM;1;5402;1;active;01.09.2014;01.09.2014;10.09.2014;100000402;5402
832;100000950;CARDSYSTEM;1;5950;1;active;14.12.2015;14.12.2015;19.12.2015;100000950;5950
833;100001232;CARDSYSTEM;1;6232;1;active;09.03.2013;09.03.2013;14.03.2013;100001232;6232
834;100000629;CARDSYSTEM;1;5629;1;active;11.01.2014;11.01.2014;18.01.2014;100000629;5629
835;100000403;CARDSYSTEM;1;5403;1;active;21.06.2012;21.06.2012;26.06.2012;100000403;5403
836;100000951;CARDSYSTEM;1;5951;1;active;07.06.2012;07.06.2012;14.06.2012;100000951;5951
837;100000630;CARDSYSTEM;1;5630;1;active;26.11.2013;26.11.2013;05.12.2013;100000630;5630
838;100001233;CARDSYSTEM;1;6233;1;active;27.06.2015;27.06.2015;04.07.2015;100001233;6233
839;100000404;CARDSYSTEM;1;5404;1;active;25.11.2014;25.11.2014;01.12.2014;100000404;5404
840;100000952;CARDSYSTEM;1;5952;1;active;21.04.2013;21.04.2013;26.04.2013;100000952;5952
841;100001234;CARDSYSTEM;1;6234;1;active;12.04.2014;12.04.2014;21.04.2014;100001234;6234
842;100000631;CARDSYSTEM;1;5631;1;active;23.08.2013;23.08.2013;31.08.2013;100000631;5631
843;100000405;CARDSYSTEM;1;5405;1;active;03.05.2013;03.05.2013;09.05.2013;100000405;5405
844;100000953;CARDSYSTEM;1;5953;1;active;06.11.2014;06.11.2014;14.11.2014;100000953;5953
845;100001235;CARDSYSTEM;1;6235;1;active;16.03.2014;16.03.2014;23.03.2014;100001235;6235
846;100000632;CARDSYSTEM;1;5632;1;active;27.07.2014;27.07.2014;04.08.2014;100000632;5632
847;100000406;CARDSYSTEM;1;5406;1;active;20.02.2015;20.02.2015;01.03.2015;100000406;5406
848;100000954;CARDSYSTEM;1;5954;1;active;06.06.2012;06.06.2012;14.06.2012;100000954;5954
849;100001236;CARDSYSTEM;1;6236;1;active;06.06.2015;06.06.2015;14.06.2015;100001236;6236
850;100000407;CARDSYSTEM;1;5407;1;active;01.12.2013;01.12.2013;07.12.2013;100000407;5407
851;100000633;CARDSYSTEM;1;5633;1;active;21.04.2017;21.04.2017;27.04.2017;100000633;5633
852;100000955;CARDSYSTEM;1;5955;1;active;23.04.2016;23.04.2016;29.04.2016;100000955;5955
853;100001237;CARDSYSTEM;1;6237;1;active;14.01.2015;14.01.2015;19.01.2015;100001237;6237
854;100000408;CARDSYSTEM;1;5408;1;active;24.09.2012;24.09.2012;03.10.2012;100000408;5408
855;100000634;CARDSYSTEM;1;5634;1;active;09.08.2013;09.08.2013;17.08.2013;100000634;5634
856;100001238;CARDSYSTEM;1;6238;1;active;30.09.2016;30.09.2016;05.10.2016;100001238;6238
857;100000956;CARDSYSTEM;1;5956;1;active;04.01.2017;04.01.2017;13.01.2017;100000956;5956
858;100000409;CARDSYSTEM;1;5409;1;active;02.04.2015;02.04.2015;09.04.2015;100000409;5409
859;100000635;CARDSYSTEM;1;5635;1;active;12.05.2012;12.05.2012;17.05.2012;100000635;5635
860;100001239;CARDSYSTEM;1;6239;1;active;13.03.2012;13.03.2012;21.03.2012;100001239;6239
861;100000957;CARDSYSTEM;1;5957;1;active;12.04.2014;12.04.2014;21.04.2014;100000957;5957
862;100000410;CARDSYSTEM;1;5410;1;active;24.11.2014;24.11.2014;01.12.2014;100000410;5410
863;100000636;CARDSYSTEM;1;5636;1;active;06.06.2012;06.06.2012;13.06.2012;100000636;5636
864;100001240;CARDSYSTEM;1;6240;1;active;18.06.2017;18.06.2017;24.06.2017;100001240;6240
865;100000958;CARDSYSTEM;1;5958;1;active;21.05.2017;21.05.2017;30.05.2017;100000958;5958
866;100000411;CARDSYSTEM;1;5411;1;active;20.05.2015;20.05.2015;28.05.2015;100000411;5411
867;100000637;CARDSYSTEM;1;5637;1;active;21.03.2014;21.03.2014;28.03.2014;100000637;5637
868;100000959;CARDSYSTEM;1;5959;1;active;30.08.2012;30.08.2012;07.09.2012;100000959;5959
869;100001241;CARDSYSTEM;1;6241;1;active;29.08.2015;29.08.2015;04.09.2015;100001241;6241
870;100000412;CARDSYSTEM;1;5412;1;active;06.07.2014;06.07.2014;14.07.2014;100000412;5412
871;100000960;CARDSYSTEM;1;5960;1;active;12.04.2012;12.04.2012;19.04.2012;100000960;5960
872;100001242;CARDSYSTEM;1;6242;1;active;01.11.2014;01.11.2014;09.11.2014;100001242;6242
873;100000961;CARDSYSTEM;1;5961;1;active;29.03.2012;29.03.2012;05.04.2012;100000961;5961
874;100001243;CARDSYSTEM;1;6243;1;active;02.08.2014;02.08.2014;09.08.2014;100001243;6243
875;100000638;CARDSYSTEM;1;5638;1;active;07.02.2016;07.02.2016;14.02.2016;100000638;5638
876;100000962;CARDSYSTEM;1;5962;1;active;06.10.2014;06.10.2014;15.10.2014;100000962;5962
877;100001244;CARDSYSTEM;1;6244;1;active;22.01.2012;22.01.2012;29.01.2012;100001244;6244
878;100000413;CARDSYSTEM;1;5413;1;active;22.06.2013;22.06.2013;29.06.2013;100000413;5413
879;100000639;CARDSYSTEM;1;5639;1;active;30.04.2017;30.04.2017;08.05.2017;100000639;5639
880;100000963;CARDSYSTEM;1;5963;1;active;17.02.2016;17.02.2016;23.02.2016;100000963;5963
881;100001245;CARDSYSTEM;1;6245;1;active;11.07.2014;11.07.2014;16.07.2014;100001245;6245
882;100000414;CARDSYSTEM;1;5414;1;active;29.07.2012;29.07.2012;04.08.2012;100000414;5414
883;100000640;CARDSYSTEM;1;5640;1;active;23.01.2016;23.01.2016;28.01.2016;100000640;5640
884;100001246;CARDSYSTEM;1;6246;1;active;09.04.2012;09.04.2012;15.04.2012;100001246;6246
885;100000964;CARDSYSTEM;1;5964;1;active;06.06.2014;06.06.2014;14.06.2014;100000964;5964
886;100000415;CARDSYSTEM;1;5415;1;active;13.01.2017;13.01.2017;19.01.2017;100000415;5415
887;100001247;CARDSYSTEM;1;6247;1;active;22.08.2015;22.08.2015;28.08.2015;100001247;6247
888;100000965;CARDSYSTEM;1;5965;1;active;13.06.2013;13.06.2013;20.06.2013;100000965;5965
889;100000416;CARDSYSTEM;1;5416;1;active;05.09.2015;05.09.2015;10.09.2015;100000416;5416
890;100000641;CARDSYSTEM;1;5641;1;active;26.09.2012;26.09.2012;02.10.2012;100000641;5641
891;100001248;CARDSYSTEM;1;6248;1;active;16.08.2015;16.08.2015;21.08.2015;100001248;6248
892;100000966;CARDSYSTEM;1;5966;1;active;20.09.2016;20.09.2016;29.09.2016;100000966;5966
893;100000417;CARDSYSTEM;1;5417;1;active;29.08.2012;29.08.2012;07.09.2012;100000417;5417
894;100000642;CARDSYSTEM;1;5642;1;active;26.02.2013;26.02.2013;05.03.2013;100000642;5642
895;100001249;CARDSYSTEM;1;6249;1;active;17.03.2012;17.03.2012;25.03.2012;100001249;6249
896;100000967;CARDSYSTEM;1;5967;1;active;25.04.2012;25.04.2012;04.05.2012;100000967;5967
897;100000418;CARDSYSTEM;1;5418;1;active;07.06.2017;07.06.2017;14.06.2017;100000418;5418
898;100000643;CARDSYSTEM;1;5643;1;active;21.07.2013;21.07.2013;30.07.2013;100000643;5643
899;100001250;CARDSYSTEM;1;6250;1;active;11.05.2012;11.05.2012;18.05.2012;100001250;6250
900;100000968;CARDSYSTEM;1;5968;1;active;23.02.2013;23.02.2013;28.02.2013;100000968;5968
901;100000419;CARDSYSTEM;1;5419;1;active;22.09.2014;22.09.2014;27.09.2014;100000419;5419
902;100001251;CARDSYSTEM;1;6251;1;active;28.03.2017;28.03.2017;04.04.2017;100001251;6251
903;100000644;CARDSYSTEM;1;5644;1;active;25.12.2016;25.12.2016;01.01.2017;100000644;5644
904;100000969;CARDSYSTEM;1;5969;1;active;31.03.2015;31.03.2015;08.04.2015;100000969;5969
905;100000420;CARDSYSTEM;1;5420;1;active;23.09.2016;23.09.2016;30.09.2016;100000420;5420
906;100001252;CARDSYSTEM;1;6252;1;active;03.03.2015;03.03.2015;09.03.2015;100001252;6252
907;100000645;CARDSYSTEM;1;5645;1;active;18.02.2012;18.02.2012;26.02.2012;100000645;5645
908;100000970;CARDSYSTEM;1;5970;1;active;08.04.2013;08.04.2013;14.04.2013;100000970;5970
909;100001253;CARDSYSTEM;1;6253;1;active;24.09.2013;24.09.2013;02.10.2013;100001253;6253
910;100000421;CARDSYSTEM;1;5421;1;active;22.10.2013;22.10.2013;29.10.2013;100000421;5421
911;100000646;CARDSYSTEM;1;5646;1;active;22.09.2012;22.09.2012;29.09.2012;100000646;5646
912;100000971;CARDSYSTEM;1;5971;1;active;29.11.2012;29.11.2012;07.12.2012;100000971;5971
913;100001254;CARDSYSTEM;1;6254;1;active;21.04.2012;21.04.2012;26.04.2012;100001254;6254
914;100000422;CARDSYSTEM;1;5422;1;active;30.08.2013;30.08.2013;06.09.2013;100000422;5422
915;100000647;CARDSYSTEM;1;5647;1;active;04.09.2015;04.09.2015;13.09.2015;100000647;5647
916;100000972;CARDSYSTEM;1;5972;1;active;15.01.2017;15.01.2017;22.01.2017;100000972;5972
917;100001255;CARDSYSTEM;1;6255;1;active;21.09.2013;21.09.2013;28.09.2013;100001255;6255
918;100000423;CARDSYSTEM;1;5423;1;active;12.05.2017;12.05.2017;20.05.2017;100000423;5423
919;100000648;CARDSYSTEM;1;5648;1;active;06.04.2016;06.04.2016;13.04.2016;100000648;5648
920;100000973;CARDSYSTEM;1;5973;1;active;19.09.2012;19.09.2012;27.09.2012;100000973;5973
921;100001256;CARDSYSTEM;1;6256;1;active;07.07.2015;07.07.2015;13.07.2015;100001256;6256
922;100000424;CARDSYSTEM;1;5424;1;active;03.09.2013;03.09.2013;09.09.2013;100000424;5424
923;100000649;CARDSYSTEM;1;5649;1;active;07.05.2012;07.05.2012;16.05.2012;100000649;5649
924;100001257;CARDSYSTEM;1;6257;1;active;20.01.2017;20.01.2017;28.01.2017;100001257;6257
925;100000425;CARDSYSTEM;1;5425;1;active;13.11.2014;13.11.2014;19.11.2014;100000425;5425
926;100000974;CARDSYSTEM;1;5974;1;active;24.03.2016;24.03.2016;30.03.2016;100000974;5974
927;100000650;CARDSYSTEM;1;5650;1;active;08.02.2014;08.02.2014;17.02.2014;100000650;5650
928;100001258;CARDSYSTEM;1;6258;1;active;14.11.2012;14.11.2012;20.11.2012;100001258;6258
929;100000426;CARDSYSTEM;1;5426;1;active;28.10.2012;28.10.2012;03.11.2012;100000426;5426
930;100000651;CARDSYSTEM;1;5651;1;active;26.02.2017;26.02.2017;06.03.2017;100000651;5651
931;100000975;CARDSYSTEM;1;5975;1;active;26.07.2014;26.07.2014;03.08.2014;100000975;5975
932;100001259;CARDSYSTEM;1;6259;1;active;09.10.2014;09.10.2014;16.10.2014;100001259;6259
933;100000427;CARDSYSTEM;1;5427;1;active;11.06.2014;11.06.2014;16.06.2014;100000427;5427
934;100000652;CARDSYSTEM;1;5652;1;active;05.08.2016;05.08.2016;10.08.2016;100000652;5652
935;100001260;CARDSYSTEM;1;6260;1;active;14.04.2016;14.04.2016;23.04.2016;100001260;6260
936;100000653;CARDSYSTEM;1;5653;1;active;05.04.2013;05.04.2013;12.04.2013;100000653;5653
937;100000428;CARDSYSTEM;1;5428;1;active;18.01.2012;18.01.2012;24.01.2012;100000428;5428
938;100000976;CARDSYSTEM;1;5976;1;active;21.01.2015;21.01.2015;28.01.2015;100000976;5976
939;100001261;CARDSYSTEM;1;6261;1;active;03.09.2012;03.09.2012;11.09.2012;100001261;6261
940;100000654;CARDSYSTEM;1;5654;1;active;08.11.2014;08.11.2014;15.11.2014;100000654;5654
941;100000429;CARDSYSTEM;1;5429;1;active;29.09.2015;29.09.2015;04.10.2015;100000429;5429
942;100000977;CARDSYSTEM;1;5977;1;active;15.02.2013;15.02.2013;21.02.2013;100000977;5977
943;100001262;CARDSYSTEM;1;6262;1;active;13.04.2016;13.04.2016;19.04.2016;100001262;6262
944;100000655;CARDSYSTEM;1;5655;1;active;03.01.2014;03.01.2014;11.01.2014;100000655;5655
945;100000430;CARDSYSTEM;1;5430;1;active;23.05.2016;23.05.2016;29.05.2016;100000430;5430
946;100001263;CARDSYSTEM;1;6263;1;active;27.01.2016;27.01.2016;03.02.2016;100001263;6263
947;100000656;CARDSYSTEM;1;5656;1;active;15.01.2015;15.01.2015;22.01.2015;100000656;5656
948;100000431;CARDSYSTEM;1;5431;1;active;23.03.2012;23.03.2012;31.03.2012;100000431;5431
949;100000978;CARDSYSTEM;1;5978;1;active;20.03.2016;20.03.2016;28.03.2016;100000978;5978
950;100000657;CARDSYSTEM;1;5657;1;active;13.08.2013;13.08.2013;18.08.2013;100000657;5657
951;100000432;CARDSYSTEM;1;5432;1;active;19.07.2015;19.07.2015;27.07.2015;100000432;5432
952;100001264;CARDSYSTEM;1;6264;1;active;30.03.2016;30.03.2016;06.04.2016;100001264;6264
953;100000979;CARDSYSTEM;1;5979;1;active;02.07.2016;02.07.2016;07.07.2016;100000979;5979
954;100001265;CARDSYSTEM;1;6265;1;active;08.05.2017;08.05.2017;16.05.2017;100001265;6265
955;100000658;CARDSYSTEM;1;5658;1;active;07.12.2014;07.12.2014;13.12.2014;100000658;5658
956;100000433;CARDSYSTEM;1;5433;1;active;29.04.2015;29.04.2015;08.05.2015;100000433;5433
957;100000980;CARDSYSTEM;1;5980;1;active;23.08.2015;23.08.2015;28.08.2015;100000980;5980
958;100001266;CARDSYSTEM;1;6266;1;active;14.11.2016;14.11.2016;19.11.2016;100001266;6266
959;100000659;CARDSYSTEM;1;5659;1;active;10.09.2012;10.09.2012;19.09.2012;100000659;5659
960;100000434;CARDSYSTEM;1;5434;1;active;08.05.2014;08.05.2014;15.05.2014;100000434;5434
961;100001267;CARDSYSTEM;1;6267;1;active;03.03.2013;03.03.2013;10.03.2013;100001267;6267
962;100000660;CARDSYSTEM;1;5660;1;active;06.08.2016;06.08.2016;12.08.2016;100000660;5660
963;100000981;CARDSYSTEM;1;5981;1;active;27.05.2017;27.05.2017;03.06.2017;100000981;5981
964;100001268;CARDSYSTEM;1;6268;1;active;08.08.2014;08.08.2014;17.08.2014;100001268;6268
965;100000661;CARDSYSTEM;1;5661;1;active;17.08.2015;17.08.2015;24.08.2015;100000661;5661
966;100000982;CARDSYSTEM;1;5982;1;active;07.02.2017;07.02.2017;12.02.2017;100000982;5982
967;100000662;CARDSYSTEM;1;5662;1;active;01.03.2013;01.03.2013;07.03.2013;100000662;5662
968;100000435;CARDSYSTEM;1;5435;1;active;05.05.2013;05.05.2013;12.05.2013;100000435;5435
969;100001269;CARDSYSTEM;1;6269;1;active;26.03.2012;26.03.2012;04.04.2012;100001269;6269
970;100000663;CARDSYSTEM;1;5663;1;active;15.01.2017;15.01.2017;21.01.2017;100000663;5663
971;100001270;CARDSYSTEM;1;6270;1;active;27.02.2012;27.02.2012;05.03.2012;100001270;6270
972;100000436;CARDSYSTEM;1;5436;1;active;10.07.2015;10.07.2015;15.07.2015;100000436;5436
973;100000983;CARDSYSTEM;1;5983;1;active;21.07.2014;21.07.2014;26.07.2014;100000983;5983
974;100000664;CARDSYSTEM;1;5664;1;active;22.10.2014;22.10.2014;28.10.2014;100000664;5664
975;100001271;CARDSYSTEM;1;6271;1;active;19.08.2016;19.08.2016;28.08.2016;100001271;6271
976;100000437;CARDSYSTEM;1;5437;1;active;02.09.2015;02.09.2015;08.09.2015;100000437;5437
977;100000984;CARDSYSTEM;1;5984;1;active;14.12.2012;14.12.2012;21.12.2012;100000984;5984
978;100000665;CARDSYSTEM;1;5665;1;active;01.09.2013;01.09.2013;09.09.2013;100000665;5665
979;100001272;CARDSYSTEM;1;6272;1;active;25.02.2015;25.02.2015;06.03.2015;100001272;6272
980;100000438;CARDSYSTEM;1;5438;1;active;06.08.2012;06.08.2012;12.08.2012;100000438;5438
981;100000985;CARDSYSTEM;1;5985;1;active;04.11.2013;04.11.2013;12.11.2013;100000985;5985
982;100000666;CARDSYSTEM;1;5666;1;active;07.06.2012;07.06.2012;15.06.2012;100000666;5666
983;100000439;CARDSYSTEM;1;5439;1;active;06.03.2017;06.03.2017;15.03.2017;100000439;5439
984;100001273;CARDSYSTEM;1;6273;1;active;21.02.2016;21.02.2016;29.02.2016;100001273;6273
985;100000986;CARDSYSTEM;1;5986;1;active;30.01.2012;30.01.2012;07.02.2012;100000986;5986
986;100000667;CARDSYSTEM;1;5667;1;active;17.07.2015;17.07.2015;23.07.2015;100000667;5667
987;100001274;CARDSYSTEM;1;6274;1;active;27.05.2015;27.05.2015;03.06.2015;100001274;6274
988;100000440;CARDSYSTEM;1;5440;1;active;15.08.2012;15.08.2012;20.08.2012;100000440;5440
989;100000987;CARDSYSTEM;1;5987;1;active;30.03.2012;30.03.2012;05.04.2012;100000987;5987
990;100000668;CARDSYSTEM;1;5668;1;active;11.08.2016;11.08.2016;17.08.2016;100000668;5668
991;100001275;CARDSYSTEM;1;6275;1;active;14.08.2012;14.08.2012;22.08.2012;100001275;6275
992;100000988;CARDSYSTEM;1;5988;1;active;02.04.2016;02.04.2016;10.04.2016;100000988;5988
993;100000441;CARDSYSTEM;1;5441;1;active;29.01.2016;29.01.2016;03.02.2016;100000441;5441
994;100000669;CARDSYSTEM;1;5669;1;active;17.04.2012;17.04.2012;25.04.2012;100000669;5669
995;100000989;CARDSYSTEM;1;5989;1;active;26.05.2013;26.05.2013;03.06.2013;100000989;5989
996;100001276;CARDSYSTEM;1;6276;1;active;03.04.2015;03.04.2015;08.04.2015;100001276;6276
997;100000442;CARDSYSTEM;1;5442;1;active;14.05.2016;14.05.2016;23.05.2016;100000442;5442
998;100000670;CARDSYSTEM;1;5670;1;active;24.08.2013;24.08.2013;29.08.2013;100000670;5670
999;100000990;CARDSYSTEM;1;5990;1;active;07.12.2014;07.12.2014;13.12.2014;100000990;5990
1000;100001277;CARDSYSTEM;1;6277;1;active;09.11.2012;09.11.2012;15.11.2012;100001277;6277
1001;100000443;CARDSYSTEM;1;5443;1;active;03.05.2013;03.05.2013;11.05.2013;100000443;5443
1002;100000671;CARDSYSTEM;1;5671;1;active;05.04.2016;05.04.2016;10.04.2016;100000671;5671
1003;100000991;CARDSYSTEM;1;5991;1;active;09.11.2012;09.11.2012;18.11.2012;100000991;5991
1004;100001278;CARDSYSTEM;1;6278;1;active;26.05.2015;26.05.2015;31.05.2015;100001278;6278
1005;100000444;CARDSYSTEM;1;5444;1;active;08.05.2015;08.05.2015;14.05.2015;100000444;5444
1006;100000672;CARDSYSTEM;1;5672;1;active;01.11.2013;01.11.2013;07.11.2013;100000672;5672
1007;100000992;CARDSYSTEM;1;5992;1;active;03.01.2015;03.01.2015;08.01.2015;100000992;5992
1008;100001279;CARDSYSTEM;1;6279;1;active;08.05.2013;08.05.2013;14.05.2013;100001279;6279
1009;100000445;CARDSYSTEM;1;5445;1;active;29.05.2016;29.05.2016;06.06.2016;100000445;5445
1010;100000673;CARDSYSTEM;1;5673;1;active;20.02.2013;20.02.2013;01.03.2013;100000673;5673
1011;100000993;CARDSYSTEM;1;5993;1;active;03.11.2016;03.11.2016;12.11.2016;100000993;5993
1012;100001280;CARDSYSTEM;1;6280;1;active;12.10.2016;12.10.2016;19.10.2016;100001280;6280
1013;100000446;CARDSYSTEM;1;5446;1;active;17.04.2014;17.04.2014;24.04.2014;100000446;5446
1014;100000674;CARDSYSTEM;1;5674;1;active;25.04.2017;25.04.2017;01.05.2017;100000674;5674
1015;100000447;CARDSYSTEM;1;5447;1;active;23.11.2016;23.11.2016;02.12.2016;100000447;5447
1016;100001281;CARDSYSTEM;1;6281;1;active;16.01.2016;16.01.2016;24.01.2016;100001281;6281
1017;100000675;CARDSYSTEM;1;5675;1;active;14.07.2016;14.07.2016;23.07.2016;100000675;5675
1018;100000994;CARDSYSTEM;1;5994;1;active;18.06.2014;18.06.2014;25.06.2014;100000994;5994
1019;100000448;CARDSYSTEM;1;5448;1;active;31.08.2013;31.08.2013;07.09.2013;100000448;5448
1020;100001282;CARDSYSTEM;1;6282;1;active;09.11.2013;09.11.2013;17.11.2013;100001282;6282
1021;100000676;CARDSYSTEM;1;5676;1;active;29.08.2012;29.08.2012;06.09.2012;100000676;5676
1022;100001283;CARDSYSTEM;1;6283;1;active;28.04.2012;28.04.2012;06.05.2012;100001283;6283
1023;100000995;CARDSYSTEM;1;5995;1;active;11.08.2012;11.08.2012;17.08.2012;100000995;5995
1024;100000449;CARDSYSTEM;1;5449;1;active;21.03.2013;21.03.2013;28.03.2013;100000449;5449
1025;100000677;CARDSYSTEM;1;5677;1;active;26.02.2016;26.02.2016;06.03.2016;100000677;5677
1026;100001284;CARDSYSTEM;1;6284;1;active;28.11.2015;28.11.2015;07.12.2015;100001284;6284
1027;100000678;CARDSYSTEM;1;5678;1;active;06.04.2017;06.04.2017;14.04.2017;100000678;5678
1028;100000996;CARDSYSTEM;1;5996;1;active;21.11.2012;21.11.2012;27.11.2012;100000996;5996
1029;100000450;CARDSYSTEM;1;5450;1;active;25.04.2017;25.04.2017;03.05.2017;100000450;5450
1030;100001285;CARDSYSTEM;1;6285;1;active;09.07.2014;09.07.2014;14.07.2014;100001285;6285
1031;100000679;CARDSYSTEM;1;5679;1;active;20.09.2013;20.09.2013;28.09.2013;100000679;5679
1032;100001286;CARDSYSTEM;1;6286;1;active;28.06.2016;28.06.2016;03.07.2016;100001286;6286
1033;100000997;CARDSYSTEM;1;5997;1;active;22.03.2017;22.03.2017;28.03.2017;100000997;5997
1034;100000680;CARDSYSTEM;1;5680;1;active;16.04.2017;16.04.2017;24.04.2017;100000680;5680
1035;100000451;CARDSYSTEM;1;5451;1;active;20.12.2014;20.12.2014;28.12.2014;100000451;5451
1036;100001287;CARDSYSTEM;1;6287;1;active;25.10.2016;25.10.2016;30.10.2016;100001287;6287
1037;100000681;CARDSYSTEM;1;5681;1;active;18.12.2012;18.12.2012;25.12.2012;100000681;5681
1038;100000998;CARDSYSTEM;1;5998;1;active;15.01.2013;15.01.2013;22.01.2013;100000998;5998
1039;100001288;CARDSYSTEM;1;6288;1;active;26.03.2015;26.03.2015;01.04.2015;100001288;6288
1040;100000452;CARDSYSTEM;1;5452;1;active;26.07.2012;26.07.2012;04.08.2012;100000452;5452
