;FINANCIALCONTRACTID;SOURCESYSTEM;BUSINESSPARTNERID2;DESCRIPTION;COMPANYROLE;COUNTERPARTYROLE;GOVERNINGLAWCOUNTRY;SIGNINGDATE;BANKINGBOOKORTRADINGBOOK;ASSOCIATEDPROJECT;AGREEDSTARTDATE;CLOSINGDATE;SEGREGATIONTYPE;CURRENCY3;ACCOUNTOPENINGDATE3;BUSINESSPARTNER
2322;2140;SAP_BCA;6140;CheckingAccount;BankManagingAccount;AccountHolder;US;05.04.2015;Banking;;05.04.2015;;;USD;05.04.2015;
2323;2141;SAP_BCA;6141;CheckingAccount;BankManagingAccount;AccountHolder;US;29.12.2014;Banking;;29.12.2014;;;USD;29.12.2014;
2324;2142;SAP_BCA;6142;CheckingAccount;BankManagingAccount;AccountHolder;US;15.06.2017;Banking;;15.06.2017;;;USD;15.06.2017;
2325;2143;SAP_BCA;6143;CheckingAccount;BankManagingAccount;AccountHolder;US;12.01.2013;Banking;;12.01.2013;;;USD;12.01.2013;
2326;2144;SAP_BCA;6144;CheckingAccount;BankManagingAccount;AccountHolder;US;26.11.2016;Banking;;26.11.2016;;;USD;26.11.2016;
2327;2145;SAP_BCA;6145;CheckingAccount;BankManagingAccount;AccountHolder;US;20.07.2015;Banking;;20.07.2015;;;USD;20.07.2015;
2328;2146;SAP_BCA;6146;CheckingAccount;BankManagingAccount;AccountHolder;US;28.08.2016;Banking;;28.08.2016;;;USD;28.08.2016;
2329;2147;SAP_BCA;6147;CheckingAccount;BankManagingAccount;AccountHolder;US;16.06.2017;Banking;;16.06.2017;;;USD;16.06.2017;
2330;2148;SAP_BCA;6148;CheckingAccount;BankManagingAccount;AccountHolder;US;24.01.2012;Banking;;24.01.2012;;;USD;24.01.2012;
2331;2149;SAP_BCA;6149;CheckingAccount;BankManagingAccount;AccountHolder;US;02.07.2016;Banking;;02.07.2016;;;USD;02.07.2016;
2332;2150;SAP_BCA;6150;CheckingAccount;BankManagingAccount;AccountHolder;US;13.08.2015;Banking;;13.08.2015;;;USD;13.08.2015;
2333;2151;SAP_BCA;6151;CheckingAccount;BankManagingAccount;AccountHolder;US;27.04.2013;Banking;;27.04.2013;;;USD;27.04.2013;
2334;2152;SAP_BCA;6152;CheckingAccount;BankManagingAccount;AccountHolder;US;15.04.2013;Banking;;15.04.2013;;;USD;15.04.2013;
2335;2153;SAP_BCA;6153;CheckingAccount;BankManagingAccount;AccountHolder;US;18.05.2014;Banking;;18.05.2014;;;USD;18.05.2014;
2336;2154;SAP_BCA;6154;CheckingAccount;BankManagingAccount;AccountHolder;US;13.11.2012;Banking;;13.11.2012;;;USD;13.11.2012;
2337;2155;SAP_BCA;6155;CheckingAccount;BankManagingAccount;AccountHolder;US;23.10.2014;Banking;;23.10.2014;;;USD;23.10.2014;
2338;2156;SAP_BCA;6156;CheckingAccount;BankManagingAccount;AccountHolder;US;26.05.2015;Banking;;26.05.2015;;;USD;26.05.2015;
2339;2157;SAP_BCA;6157;CheckingAccount;BankManagingAccount;AccountHolder;US;13.08.2012;Banking;;13.08.2012;;;USD;13.08.2012;
2340;2158;SAP_BCA;6158;CheckingAccount;BankManagingAccount;AccountHolder;US;12.09.2014;Banking;;12.09.2014;;;USD;12.09.2014;
2341;2159;SAP_BCA;6159;CheckingAccount;BankManagingAccount;AccountHolder;US;24.04.2013;Banking;;24.04.2013;;;USD;24.04.2013;
2342;2160;SAP_BCA;6160;CheckingAccount;BankManagingAccount;AccountHolder;US;01.11.2016;Banking;;01.11.2016;;;USD;01.11.2016;
2343;2161;SAP_BCA;6161;CheckingAccount;BankManagingAccount;AccountHolder;US;30.03.2012;Banking;;30.03.2012;;;USD;30.03.2012;
2344;2162;SAP_BCA;6162;CheckingAccount;BankManagingAccount;AccountHolder;US;27.11.2012;Banking;;27.11.2012;;;USD;27.11.2012;
2345;2163;SAP_BCA;6163;CheckingAccount;BankManagingAccount;AccountHolder;US;27.12.2016;Banking;;27.12.2016;;;USD;27.12.2016;
2346;2164;SAP_BCA;6164;CheckingAccount;BankManagingAccount;AccountHolder;US;18.02.2016;Banking;;18.02.2016;;;USD;18.02.2016;
2347;2165;SAP_BCA;6165;CheckingAccount;BankManagingAccount;AccountHolder;US;13.05.2013;Banking;;13.05.2013;;;USD;13.05.2013;
2348;2166;SAP_BCA;6166;CheckingAccount;BankManagingAccount;AccountHolder;US;13.04.2014;Banking;;13.04.2014;;;USD;13.04.2014;
2349;2167;SAP_BCA;6167;CheckingAccount;BankManagingAccount;AccountHolder;US;18.09.2014;Banking;;18.09.2014;;;USD;18.09.2014;
2350;2168;SAP_BCA;6168;CheckingAccount;BankManagingAccount;AccountHolder;US;08.06.2017;Banking;;08.06.2017;;;USD;08.06.2017;
2351;2169;SAP_BCA;6169;CheckingAccount;BankManagingAccount;AccountHolder;US;01.01.2013;Banking;;01.01.2013;;;USD;01.01.2013;
2352;2170;SAP_BCA;6170;CheckingAccount;BankManagingAccount;AccountHolder;US;27.08.2014;Banking;;27.08.2014;;;USD;27.08.2014;
2353;2171;SAP_BCA;6171;CheckingAccount;BankManagingAccount;AccountHolder;US;23.11.2012;Banking;;23.11.2012;;;USD;23.11.2012;
2354;2172;SAP_BCA;6172;CheckingAccount;BankManagingAccount;AccountHolder;US;13.06.2012;Banking;;13.06.2012;;;USD;13.06.2012;
2355;2173;SAP_BCA;6173;CheckingAccount;BankManagingAccount;AccountHolder;US;07.09.2014;Banking;;07.09.2014;;;USD;07.09.2014;
2356;2174;SAP_BCA;6174;CheckingAccount;BankManagingAccount;AccountHolder;US;27.08.2016;Banking;;27.08.2016;;;USD;27.08.2016;
2357;2175;SAP_BCA;6175;CheckingAccount;BankManagingAccount;AccountHolder;US;07.02.2016;Banking;;07.02.2016;;;USD;07.02.2016;
2358;2176;SAP_BCA;6176;CheckingAccount;BankManagingAccount;AccountHolder;US;25.06.2015;Banking;;25.06.2015;;;USD;25.06.2015;
2359;2177;SAP_BCA;6177;CheckingAccount;BankManagingAccount;AccountHolder;US;26.03.2013;Banking;;26.03.2013;;;USD;26.03.2013;
2360;2178;SAP_BCA;6178;CheckingAccount;BankManagingAccount;AccountHolder;US;16.07.2012;Banking;;16.07.2012;;;USD;16.07.2012;
2361;2179;SAP_BCA;6179;CheckingAccount;BankManagingAccount;AccountHolder;US;27.10.2014;Banking;;27.10.2014;;;USD;27.10.2014;
2362;2180;SAP_BCA;6180;CheckingAccount;BankManagingAccount;AccountHolder;US;12.06.2012;Banking;;12.06.2012;;;USD;12.06.2012;
2363;2181;SAP_BCA;6181;CheckingAccount;BankManagingAccount;AccountHolder;US;17.08.2012;Banking;;17.08.2012;;;USD;17.08.2012;
2364;2182;SAP_BCA;6182;CheckingAccount;BankManagingAccount;AccountHolder;US;03.02.2016;Banking;;03.02.2016;;;USD;03.02.2016;
2365;2183;SAP_BCA;6183;CheckingAccount;BankManagingAccount;AccountHolder;US;24.01.2017;Banking;;24.01.2017;;;USD;24.01.2017;
2366;2184;SAP_BCA;6184;CheckingAccount;BankManagingAccount;AccountHolder;US;12.12.2015;Banking;;12.12.2015;;;USD;12.12.2015;
2367;2185;SAP_BCA;6185;CheckingAccount;BankManagingAccount;AccountHolder;US;22.06.2013;Banking;;22.06.2013;;;USD;22.06.2013;
2368;2186;SAP_BCA;6186;CheckingAccount;BankManagingAccount;AccountHolder;US;24.05.2015;Banking;;24.05.2015;;;USD;24.05.2015;
2369;2187;SAP_BCA;6187;CheckingAccount;BankManagingAccount;AccountHolder;US;20.03.2013;Banking;;20.03.2013;;;USD;20.03.2013;
2370;2188;SAP_BCA;6188;CheckingAccount;BankManagingAccount;AccountHolder;US;15.10.2016;Banking;;15.10.2016;;;USD;15.10.2016;
2371;1001;SAP_BCA;5001;CheckingAccount;BankManagingAccount;AccountHolder;US;16.07.2016;Banking;;16.07.2016;;;USD;16.07.2016;
2372;1002;SAP_BCA;5002;CheckingAccount;BankManagingAccount;AccountHolder;US;15.06.2013;Banking;;15.06.2013;;;USD;15.06.2013;
2373;1003;SAP_BCA;5003;CheckingAccount;BankManagingAccount;AccountHolder;US;02.11.2012;Banking;;02.11.2012;;;USD;02.11.2012;
2374;1004;SAP_BCA;5004;CheckingAccount;BankManagingAccount;AccountHolder;US;26.06.2016;Banking;;26.06.2016;;;USD;26.06.2016;
2375;1005;SAP_BCA;5005;CheckingAccount;BankManagingAccount;AccountHolder;US;15.02.2012;Banking;;15.02.2012;;;USD;15.02.2012;
2376;1006;SAP_BCA;5006;CheckingAccount;BankManagingAccount;AccountHolder;US;25.02.2013;Banking;;25.02.2013;;;USD;25.02.2013;
2377;1007;SAP_BCA;5007;CheckingAccount;BankManagingAccount;AccountHolder;US;05.05.2013;Banking;;05.05.2013;;;USD;05.05.2013;
2378;1008;SAP_BCA;5008;CheckingAccount;BankManagingAccount;AccountHolder;US;12.06.2017;Banking;;12.06.2017;;;USD;12.06.2017;
2379;1009;SAP_BCA;5009;CheckingAccount;BankManagingAccount;AccountHolder;US;05.11.2013;Banking;;05.11.2013;;;USD;05.11.2013;
2380;1010;SAP_BCA;5010;CheckingAccount;BankManagingAccount;AccountHolder;US;29.12.2015;Banking;;29.12.2015;;;USD;29.12.2015;
2381;1011;SAP_BCA;5011;CheckingAccount;BankManagingAccount;AccountHolder;US;05.05.2016;Banking;;05.05.2016;;;USD;05.05.2016;
2382;1012;SAP_BCA;5012;CheckingAccount;BankManagingAccount;AccountHolder;US;29.12.2015;Banking;;29.12.2015;;;USD;29.12.2015;
2383;1013;SAP_BCA;5013;CheckingAccount;BankManagingAccount;AccountHolder;US;30.06.2015;Banking;;30.06.2015;;;USD;30.06.2015;
2384;1014;SAP_BCA;5014;CheckingAccount;BankManagingAccount;AccountHolder;US;02.12.2013;Banking;;02.12.2013;;;USD;02.12.2013;
2385;1015;SAP_BCA;5015;CheckingAccount;BankManagingAccount;AccountHolder;US;28.02.2013;Banking;;28.02.2013;;;USD;28.02.2013;
2386;1016;SAP_BCA;5016;CheckingAccount;BankManagingAccount;AccountHolder;US;12.04.2014;Banking;;12.04.2014;;;USD;12.04.2014;
2387;1017;SAP_BCA;5017;CheckingAccount;BankManagingAccount;AccountHolder;US;13.02.2012;Banking;;13.02.2012;;;USD;13.02.2012;
2388;1018;SAP_BCA;5018;CheckingAccount;BankManagingAccount;AccountHolder;US;28.07.2016;Banking;;28.07.2016;;;USD;28.07.2016;
2389;1019;SAP_BCA;5019;CheckingAccount;BankManagingAccount;AccountHolder;US;26.03.2012;Banking;;26.03.2012;;;USD;26.03.2012;
2390;1020;SAP_BCA;5020;CheckingAccount;BankManagingAccount;AccountHolder;US;29.12.2015;Banking;;29.12.2015;;;USD;29.12.2015;
2391;1021;SAP_BCA;5021;CheckingAccount;BankManagingAccount;AccountHolder;US;23.04.2013;Banking;;23.04.2013;;;USD;23.04.2013;
2392;1022;SAP_BCA;5022;CheckingAccount;BankManagingAccount;AccountHolder;US;18.07.2013;Banking;;18.07.2013;;;USD;18.07.2013;
2393;1023;SAP_BCA;5023;CheckingAccount;BankManagingAccount;AccountHolder;US;08.05.2015;Banking;;08.05.2015;;;USD;08.05.2015;
2394;1024;SAP_BCA;5024;CheckingAccount;BankManagingAccount;AccountHolder;US;11.12.2016;Banking;;11.12.2016;;;USD;11.12.2016;
2395;1025;SAP_BCA;5025;CheckingAccount;BankManagingAccount;AccountHolder;US;27.04.2017;Banking;;27.04.2017;;;USD;27.04.2017;
2396;1026;SAP_BCA;5026;CheckingAccount;BankManagingAccount;AccountHolder;US;24.12.2012;Banking;;24.12.2012;;;USD;24.12.2012;
2397;1027;SAP_BCA;5027;CheckingAccount;BankManagingAccount;AccountHolder;US;20.01.2014;Banking;;20.01.2014;;;USD;20.01.2014;
2398;1028;SAP_BCA;5028;CheckingAccount;BankManagingAccount;AccountHolder;US;14.11.2016;Banking;;14.11.2016;;;USD;14.11.2016;
2399;1029;SAP_BCA;5029;CheckingAccount;BankManagingAccount;AccountHolder;US;19.02.2014;Banking;;19.02.2014;;;USD;19.02.2014;
2400;1030;SAP_BCA;5030;CheckingAccount;BankManagingAccount;AccountHolder;US;31.03.2012;Banking;;31.03.2012;;;USD;31.03.2012;
2401;1031;SAP_BCA;5031;CheckingAccount;BankManagingAccount;AccountHolder;US;29.05.2013;Banking;;29.05.2013;;;USD;29.05.2013;
2402;1032;SAP_BCA;5032;CheckingAccount;BankManagingAccount;AccountHolder;US;21.10.2015;Banking;;21.10.2015;;;USD;21.10.2015;
2403;1033;SAP_BCA;5033;CheckingAccount;BankManagingAccount;AccountHolder;US;20.04.2016;Banking;;20.04.2016;;;USD;20.04.2016;
2404;1034;SAP_BCA;5034;CheckingAccount;BankManagingAccount;AccountHolder;US;03.02.2013;Banking;;03.02.2013;;;USD;03.02.2013;
2405;1035;SAP_BCA;5035;CheckingAccount;BankManagingAccount;AccountHolder;US;21.10.2016;Banking;;21.10.2016;;;USD;21.10.2016;
2406;1036;SAP_BCA;5036;CheckingAccount;BankManagingAccount;AccountHolder;US;12.04.2014;Banking;;12.04.2014;;;USD;12.04.2014;
2407;1037;SAP_BCA;5037;CheckingAccount;BankManagingAccount;AccountHolder;US;06.05.2013;Banking;;06.05.2013;;;USD;06.05.2013;
2408;1038;SAP_BCA;5038;CheckingAccount;BankManagingAccount;AccountHolder;US;12.02.2013;Banking;;12.02.2013;;;USD;12.02.2013;
2409;1039;SAP_BCA;5039;CheckingAccount;BankManagingAccount;AccountHolder;US;17.01.2014;Banking;;17.01.2014;;;USD;17.01.2014;
2410;1040;SAP_BCA;5040;CheckingAccount;BankManagingAccount;AccountHolder;US;18.03.2016;Banking;;18.03.2016;;;USD;18.03.2016;
2411;1041;SAP_BCA;5041;CheckingAccount;BankManagingAccount;AccountHolder;US;06.03.2014;Banking;;06.03.2014;;;USD;06.03.2014;
2412;1042;SAP_BCA;5042;CheckingAccount;BankManagingAccount;AccountHolder;US;01.08.2016;Banking;;01.08.2016;;;USD;01.08.2016;
2413;1043;SAP_BCA;5043;CheckingAccount;BankManagingAccount;AccountHolder;US;16.10.2015;Banking;;16.10.2015;;;USD;16.10.2015;
2414;1044;SAP_BCA;5044;CheckingAccount;BankManagingAccount;AccountHolder;US;18.09.2013;Banking;;18.09.2013;;;USD;18.09.2013;
2415;1045;SAP_BCA;5045;CheckingAccount;BankManagingAccount;AccountHolder;US;26.03.2017;Banking;;26.03.2017;;;USD;26.03.2017;
2416;1046;SAP_BCA;5046;CheckingAccount;BankManagingAccount;AccountHolder;US;16.04.2012;Banking;;16.04.2012;;;USD;16.04.2012;
2417;1047;SAP_BCA;5047;CheckingAccount;BankManagingAccount;AccountHolder;US;19.04.2015;Banking;;19.04.2015;;;USD;19.04.2015;
2418;1048;SAP_BCA;5048;CheckingAccount;BankManagingAccount;AccountHolder;US;09.02.2015;Banking;;09.02.2015;;;USD;09.02.2015;
2419;1049;SAP_BCA;5049;CheckingAccount;BankManagingAccount;AccountHolder;US;17.09.2012;Banking;;17.09.2012;;;USD;17.09.2012;
2420;1050;SAP_BCA;5050;CheckingAccount;BankManagingAccount;AccountHolder;US;23.06.2016;Banking;;23.06.2016;;;USD;23.06.2016;
2421;1051;SAP_BCA;5051;CheckingAccount;BankManagingAccount;AccountHolder;US;09.10.2012;Banking;;09.10.2012;;;USD;09.10.2012;
2422;1052;SAP_BCA;5052;CheckingAccount;BankManagingAccount;AccountHolder;US;01.04.2014;Banking;;01.04.2014;;;USD;01.04.2014;
2423;1053;SAP_BCA;5053;CheckingAccount;BankManagingAccount;AccountHolder;US;07.12.2012;Banking;;07.12.2012;;;USD;07.12.2012;
2424;1054;SAP_BCA;5054;CheckingAccount;BankManagingAccount;AccountHolder;US;16.05.2016;Banking;;16.05.2016;;;USD;16.05.2016;
2425;1055;SAP_BCA;5055;CheckingAccount;BankManagingAccount;AccountHolder;US;12.03.2016;Banking;;12.03.2016;;;USD;12.03.2016;
2426;1056;SAP_BCA;5056;CheckingAccount;BankManagingAccount;AccountHolder;US;20.06.2016;Banking;;20.06.2016;;;USD;20.06.2016;
2427;1057;SAP_BCA;5057;CheckingAccount;BankManagingAccount;AccountHolder;US;13.12.2012;Banking;;13.12.2012;;;USD;13.12.2012;
2428;1058;SAP_BCA;5058;CheckingAccount;BankManagingAccount;AccountHolder;US;11.04.2015;Banking;;11.04.2015;;;USD;11.04.2015;
2429;1059;SAP_BCA;5059;CheckingAccount;BankManagingAccount;AccountHolder;US;04.01.2016;Banking;;04.01.2016;;;USD;04.01.2016;
2430;1060;SAP_BCA;5060;CheckingAccount;BankManagingAccount;AccountHolder;US;13.08.2014;Banking;;13.08.2014;;;USD;13.08.2014;
2431;1061;SAP_BCA;5061;CheckingAccount;BankManagingAccount;AccountHolder;US;04.01.2017;Banking;;04.01.2017;;;USD;04.01.2017;
2432;1062;SAP_BCA;5062;CheckingAccount;BankManagingAccount;AccountHolder;US;03.02.2017;Banking;;03.02.2017;;;USD;03.02.2017;
2433;1063;SAP_BCA;5063;CheckingAccount;BankManagingAccount;AccountHolder;US;24.01.2016;Banking;;24.01.2016;;;USD;24.01.2016;
2434;1064;SAP_BCA;5064;CheckingAccount;BankManagingAccount;AccountHolder;US;03.02.2015;Banking;;03.02.2015;;;USD;03.02.2015;
2435;1065;SAP_BCA;5065;CheckingAccount;BankManagingAccount;AccountHolder;US;16.08.2012;Banking;;16.08.2012;;;USD;16.08.2012;
2436;1066;SAP_BCA;5066;CheckingAccount;BankManagingAccount;AccountHolder;US;19.08.2015;Banking;;19.08.2015;;;USD;19.08.2015;
2437;1067;SAP_BCA;5067;CheckingAccount;BankManagingAccount;AccountHolder;US;06.05.2016;Banking;;06.05.2016;;;USD;06.05.2016;
2438;1068;SAP_BCA;5068;CheckingAccount;BankManagingAccount;AccountHolder;US;03.07.2016;Banking;;03.07.2016;;;USD;03.07.2016;
2439;1069;SAP_BCA;5069;CheckingAccount;BankManagingAccount;AccountHolder;US;06.02.2017;Banking;;06.02.2017;;;USD;06.02.2017;
2440;1070;SAP_BCA;5070;CheckingAccount;BankManagingAccount;AccountHolder;US;14.01.2014;Banking;;14.01.2014;;;USD;14.01.2014;
2441;1071;SAP_BCA;5071;CheckingAccount;BankManagingAccount;AccountHolder;US;16.09.2013;Banking;;16.09.2013;;;USD;16.09.2013;
2442;1072;SAP_BCA;5072;CheckingAccount;BankManagingAccount;AccountHolder;US;28.04.2016;Banking;;28.04.2016;;;USD;28.04.2016;
2443;1073;SAP_BCA;5073;CheckingAccount;BankManagingAccount;AccountHolder;US;06.04.2016;Banking;;06.04.2016;;;USD;06.04.2016;
2444;1074;SAP_BCA;5074;CheckingAccount;BankManagingAccount;AccountHolder;US;25.04.2017;Banking;;25.04.2017;;;USD;25.04.2017;
2445;1075;SAP_BCA;5075;CheckingAccount;BankManagingAccount;AccountHolder;US;06.04.2015;Banking;;06.04.2015;;;USD;06.04.2015;
2446;1076;SAP_BCA;5076;CheckingAccount;BankManagingAccount;AccountHolder;US;24.03.2016;Banking;;24.03.2016;;;USD;24.03.2016;
2447;1077;SAP_BCA;5077;CheckingAccount;BankManagingAccount;AccountHolder;US;29.01.2014;Banking;;29.01.2014;;;USD;29.01.2014;
2448;1078;SAP_BCA;5078;CheckingAccount;BankManagingAccount;AccountHolder;US;07.04.2012;Banking;;07.04.2012;;;USD;07.04.2012;
2449;1079;SAP_BCA;5079;CheckingAccount;BankManagingAccount;AccountHolder;US;26.04.2012;Banking;;26.04.2012;;;USD;26.04.2012;
2450;1080;SAP_BCA;5080;CheckingAccount;BankManagingAccount;AccountHolder;US;01.12.2012;Banking;;01.12.2012;;;USD;01.12.2012;
2451;1081;SAP_BCA;5081;CheckingAccount;BankManagingAccount;AccountHolder;US;15.11.2016;Banking;;15.11.2016;;;USD;15.11.2016;
2452;1082;SAP_BCA;5082;CheckingAccount;BankManagingAccount;AccountHolder;US;14.04.2012;Banking;;14.04.2012;;;USD;14.04.2012;
2453;1083;SAP_BCA;5083;CheckingAccount;BankManagingAccount;AccountHolder;US;27.01.2017;Banking;;27.01.2017;;;USD;27.01.2017;
2454;1084;SAP_BCA;5084;CheckingAccount;BankManagingAccount;AccountHolder;US;03.01.2012;Banking;;03.01.2012;;;USD;03.01.2012;
2455;1085;SAP_BCA;5085;CheckingAccount;BankManagingAccount;AccountHolder;US;16.12.2014;Banking;;16.12.2014;;;USD;16.12.2014;
2456;1086;SAP_BCA;5086;CheckingAccount;BankManagingAccount;AccountHolder;US;11.08.2013;Banking;;11.08.2013;;;USD;11.08.2013;
2457;1087;SAP_BCA;5087;CheckingAccount;BankManagingAccount;AccountHolder;US;11.07.2013;Banking;;11.07.2013;;;USD;11.07.2013;
2458;1088;SAP_BCA;5088;CheckingAccount;BankManagingAccount;AccountHolder;US;17.08.2012;Banking;;17.08.2012;;;USD;17.08.2012;
2459;1089;SAP_BCA;5089;CheckingAccount;BankManagingAccount;AccountHolder;US;08.04.2013;Banking;;08.04.2013;;;USD;08.04.2013;
2460;1090;SAP_BCA;5090;CheckingAccount;BankManagingAccount;AccountHolder;US;11.02.2014;Banking;;11.02.2014;;;USD;11.02.2014;
2461;1091;SAP_BCA;5091;CheckingAccount;BankManagingAccount;AccountHolder;US;08.05.2015;Banking;;08.05.2015;;;USD;08.05.2015;
2462;1092;SAP_BCA;5092;CheckingAccount;BankManagingAccount;AccountHolder;US;14.03.2015;Banking;;14.03.2015;;;USD;14.03.2015;
2463;1093;SAP_BCA;5093;CheckingAccount;BankManagingAccount;AccountHolder;US;05.04.2013;Banking;;05.04.2013;;;USD;05.04.2013;
2464;1094;SAP_BCA;5094;CheckingAccount;BankManagingAccount;AccountHolder;US;30.08.2016;Banking;;30.08.2016;;;USD;30.08.2016;
2465;1095;SAP_BCA;5095;CheckingAccount;BankManagingAccount;AccountHolder;US;27.08.2015;Banking;;27.08.2015;;;USD;27.08.2015;
2466;1096;SAP_BCA;5096;CheckingAccount;BankManagingAccount;AccountHolder;US;06.12.2014;Banking;;06.12.2014;;;USD;06.12.2014;
2467;1097;SAP_BCA;5097;CheckingAccount;BankManagingAccount;AccountHolder;US;27.05.2015;Banking;;27.05.2015;;;USD;27.05.2015;
2468;1098;SAP_BCA;5098;CheckingAccount;BankManagingAccount;AccountHolder;US;11.06.2013;Banking;;11.06.2013;;;USD;11.06.2013;
2469;1099;SAP_BCA;5099;CheckingAccount;BankManagingAccount;AccountHolder;US;04.12.2013;Banking;;04.12.2013;;;USD;04.12.2013;
2470;1100;SAP_BCA;5100;CheckingAccount;BankManagingAccount;AccountHolder;US;06.01.2012;Banking;;06.01.2012;;;USD;06.01.2012;
2471;1101;SAP_BCA;5101;CheckingAccount;BankManagingAccount;AccountHolder;US;11.12.2012;Banking;;11.12.2012;;;USD;11.12.2012;
2472;1102;SAP_BCA;5102;CheckingAccount;BankManagingAccount;AccountHolder;US;10.04.2012;Banking;;10.04.2012;;;USD;10.04.2012;
2473;1103;SAP_BCA;5103;CheckingAccount;BankManagingAccount;AccountHolder;US;05.02.2013;Banking;;05.02.2013;;;USD;05.02.2013;
2474;1104;SAP_BCA;5104;CheckingAccount;BankManagingAccount;AccountHolder;US;14.02.2016;Banking;;14.02.2016;;;USD;14.02.2016;
2475;1105;SAP_BCA;5105;CheckingAccount;BankManagingAccount;AccountHolder;US;05.05.2012;Banking;;05.05.2012;;;USD;05.05.2012;
2476;1106;SAP_BCA;5106;CheckingAccount;BankManagingAccount;AccountHolder;US;11.06.2017;Banking;;11.06.2017;;;USD;11.06.2017;
2477;1107;SAP_BCA;5107;CheckingAccount;BankManagingAccount;AccountHolder;US;15.05.2017;Banking;;15.05.2017;;;USD;15.05.2017;
2478;1108;SAP_BCA;5108;CheckingAccount;BankManagingAccount;AccountHolder;US;06.09.2014;Banking;;06.09.2014;;;USD;06.09.2014;
2479;1109;SAP_BCA;5109;CheckingAccount;BankManagingAccount;AccountHolder;US;14.08.2016;Banking;;14.08.2016;;;USD;14.08.2016;
2480;1110;SAP_BCA;5110;CheckingAccount;BankManagingAccount;AccountHolder;US;31.08.2012;Banking;;31.08.2012;;;USD;31.08.2012;
2481;1111;SAP_BCA;5111;CheckingAccount;BankManagingAccount;AccountHolder;US;12.02.2014;Banking;;12.02.2014;;;USD;12.02.2014;
2482;1112;SAP_BCA;5112;CheckingAccount;BankManagingAccount;AccountHolder;US;25.01.2017;Banking;;25.01.2017;;;USD;25.01.2017;
2483;1113;SAP_BCA;5113;CheckingAccount;BankManagingAccount;AccountHolder;US;15.09.2014;Banking;;15.09.2014;;;USD;15.09.2014;
2484;1114;SAP_BCA;5114;CheckingAccount;BankManagingAccount;AccountHolder;US;23.04.2012;Banking;;23.04.2012;;;USD;23.04.2012;
2485;1115;SAP_BCA;5115;CheckingAccount;BankManagingAccount;AccountHolder;US;10.10.2015;Banking;;10.10.2015;;;USD;10.10.2015;
2486;1116;SAP_BCA;5116;CheckingAccount;BankManagingAccount;AccountHolder;US;16.11.2013;Banking;;16.11.2013;;;USD;16.11.2013;
2487;1117;SAP_BCA;5117;CheckingAccount;BankManagingAccount;AccountHolder;US;14.04.2015;Banking;;14.04.2015;;;USD;14.04.2015;
2488;1118;SAP_BCA;5118;CheckingAccount;BankManagingAccount;AccountHolder;US;12.09.2015;Banking;;12.09.2015;;;USD;12.09.2015;
2489;1119;SAP_BCA;5119;CheckingAccount;BankManagingAccount;AccountHolder;US;24.07.2013;Banking;;24.07.2013;;;USD;24.07.2013;
2490;1120;SAP_BCA;5120;CheckingAccount;BankManagingAccount;AccountHolder;US;12.12.2014;Banking;;12.12.2014;;;USD;12.12.2014;
2491;1121;SAP_BCA;5121;CheckingAccount;BankManagingAccount;AccountHolder;US;30.05.2012;Banking;;30.05.2012;;;USD;30.05.2012;
2492;1122;SAP_BCA;5122;CheckingAccount;BankManagingAccount;AccountHolder;US;17.03.2015;Banking;;17.03.2015;;;USD;17.03.2015;
2493;1123;SAP_BCA;5123;CheckingAccount;BankManagingAccount;AccountHolder;US;06.05.2014;Banking;;06.05.2014;;;USD;06.05.2014;
2494;1124;SAP_BCA;5124;CheckingAccount;BankManagingAccount;AccountHolder;US;26.09.2015;Banking;;26.09.2015;;;USD;26.09.2015;
2495;1125;SAP_BCA;5125;CheckingAccount;BankManagingAccount;AccountHolder;US;22.11.2012;Banking;;22.11.2012;;;USD;22.11.2012;
2496;1126;SAP_BCA;5126;CheckingAccount;BankManagingAccount;AccountHolder;US;27.10.2012;Banking;;27.10.2012;;;USD;27.10.2012;
2497;1127;SAP_BCA;5127;CheckingAccount;BankManagingAccount;AccountHolder;US;05.10.2015;Banking;;05.10.2015;;;USD;05.10.2015;
2498;1128;SAP_BCA;5128;CheckingAccount;BankManagingAccount;AccountHolder;US;13.03.2013;Banking;;13.03.2013;;;USD;13.03.2013;
2499;1129;SAP_BCA;5129;CheckingAccount;BankManagingAccount;AccountHolder;US;09.04.2017;Banking;;09.04.2017;;;USD;09.04.2017;
2500;1130;SAP_BCA;5130;CheckingAccount;BankManagingAccount;AccountHolder;US;19.08.2015;Banking;;19.08.2015;;;USD;19.08.2015;
2501;1131;SAP_BCA;5131;CheckingAccount;BankManagingAccount;AccountHolder;US;27.10.2014;Banking;;27.10.2014;;;USD;27.10.2014;
2502;1132;SAP_BCA;5132;CheckingAccount;BankManagingAccount;AccountHolder;US;19.04.2012;Banking;;19.04.2012;;;USD;19.04.2012;
2503;1133;SAP_BCA;5133;CheckingAccount;BankManagingAccount;AccountHolder;US;04.02.2015;Banking;;04.02.2015;;;USD;04.02.2015;
2504;1134;SAP_BCA;5134;CheckingAccount;BankManagingAccount;AccountHolder;US;24.05.2014;Banking;;24.05.2014;;;USD;24.05.2014;
